id;piso-link-href;name;zona;zona_completa;precio_def;metros_cuadrados_totales;habitaciones/planta;habitaciones;caracteristicas;ubicacion;Tipo;direccion;tipo_casa;metros_cuadrados_utiles;numero_baños;numero_habitaciones;estado;tipo_urbanizacion;planta;interior;orientacion;año_contruccion;ascensor;piscina;trastero;garaje;terraza;balcon;jardin;armarios;padel;aire_acondicionado;calefaccion;latitud;longitud;postal_code;geohash_6;municipio
10428;https://www.idealista.com/inmueble/105660255/;Piso en venta en Jerónimos;Retiro;Retiro, Madrid;3120000;275;3 hab.;3;"Características básicas


275 m_ construidos
3 habitaciones
3 baños
Terraza
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Trastero
Construido en 1970
Calefacción central
Acceso y vivienda adaptados para personas con movilidad reducida


Edificio


 exterior
Con ascensor




Equipamiento



Zonas verdes



Certificado energético



En trámite";"Ubicación


Barrio Jerónimos


Distrito Retiro


Madrid


Madrid capital, Madrid";Piso;Calle Jerónimos, Madrid;Piso;275;3;3;Segunda mano/buen estado;Edificio;No especificado;Exterior;No especificado;1970;Sí;No;Sí;Sí;Sí;No;No;Sí;No;No especificado;Calefacción central;40,4152822;-3,6887684;28014;ezjmuj;Madrid
10429;https://www.idealista.com/inmueble/107453546/;Piso en venta en calle de Fernán González;Retiro;Ibiza, Madrid;699500;86;3 hab.;3;"Características básicas


86 m_ construidos
3 habitaciones
1 baño
Segunda mano/para reformar
Orientación sur
Construido en 1940
Calefacción central: Gas


Edificio


Planta 2ª interior
Con ascensor




Certificado energético



No indicado";"Ubicación


Calle de Fernán González


Barrio Ibiza


Distrito Retiro


Madrid


Madrid capital, Madrid";Piso;Calle de Fernán González, Madrid;Piso;86;1;3;Segunda mano/para reformar;Edificio;2;Interior;Sur;1940;Sí;No especificado;No especificado;No especificado;No especificado;No especificado;No especificado;No especificado;No especificado;No especificado;Gas;40,4183416;-3,6746229;28009;ezjmum;Madrid
10430;https://www.idealista.com/inmueble/106411375/;Piso en venta en Jerónimos;Retiro;Retiro, Madrid;5500000;275;3 hab.;3;"Características básicas


275 m_ construidos
3 habitaciones
3 baños
Terraza y balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Trastero
No dispone de calefacción
Acceso y vivienda adaptados para personas con movilidad reducida


Edificio


Planta 4ª exterior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



Consumo: 
196 kWh/m_ año


Emisiones: 
42 kg CO2/m_ año


Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Barrio Jerónimos


Distrito Retiro


Madrid


Madrid capital, Madrid";Piso;Retiro, Madrid;Piso;275;3;3;Segunda mano/buen estado;Edificio;4ª;Exterior;No especificado;No especificado;Sí;No;Sí;Sí;Sí;Sí;No;No especificado;No;Sí;No dispone;40,4111495;-3,6760566;28009;ezjmuk;Madrid
10431;https://www.idealista.com/inmueble/107161999/;Ático en venta en Ibiza;Retiro;Retiro, Madrid;1300000;152;3 hab.;3;"Características básicas


152 m_ construidos
3 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Trastero
Calefacción central


Edificio


Planta 6ª exterior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



Consumo: 
158 kWh/m_ año


Emisiones: 
33 kg CO2/m_ año


Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Barrio Ibiza


Distrito Retiro


Madrid


Madrid capital, Madrid";Ático;Ibiza, Madrid;Ático;152;2;3;Segunda mano/buen estado;Edificio;6;Exterior;No especificado;No especificado;Sí;No;Sí;No;Sí;No;No;No especificado;No;Sí;Calefacción central;40,4189526;-3,6737251;28009;ezjmuq;Madrid
10432;https://www.idealista.com/inmueble/107410191/;Ático en venta en Ibiza;Retiro;Retiro, Madrid;1300000;87;2 hab.;2;"Características básicas


87 m_ construidos, 86 m_ útiles
2 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Construido en 1935


Edificio


Planta 6ª exterior
Con ascensor




Certificado energético



En trámite";"Ubicación


Barrio Ibiza


Distrito Retiro


Madrid


Madrid capital, Madrid";Ático;Calle Ibiza, Madrid;Ático;86;2;2;Segunda mano/buen estado;Edificio;6;Exterior;No especificado;1935;Sí;No;No;No;Sí;No;No;No especificado;No;No especificado;No especificado;40,41807484;-3,673857544;28009;ezjmum;Madrid
10433;https://www.idealista.com/inmueble/107048184/;Piso en venta en Ibiza;Retiro;Retiro, Madrid;1180000;125;2 hab.;2;"Características básicas


125 m_ construidos
2 habitaciones
3 baños
Segunda mano/buen estado
Armarios empotrados
Orientación este
Construido en 1956
Calefacción central: Gas
Solo interior de la vivienda adaptado para personas con movilidad reducida


Edificio


Planta 5ª exterior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



Consumo: 



Emisiones: 



Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Barrio Ibiza


Distrito Retiro


Madrid


Madrid capital, Madrid";Piso;Calle Ibiza, Madrid;Piso;125;3;2;Segunda mano/buen estado;Edificio;5;Exterior;Este;1956;Sí;No especificado;No especificado;No especificado;No especificado;No especificado;No especificado;Sí;No especificado;Sí;Gas;40,41807484;-3,673857544;28009;ezjmum;Madrid
10434;https://www.idealista.com/inmueble/107307627/;Piso en venta en Ibiza;Retiro;Retiro, Madrid;1275000;140;3 hab.;3;"Características básicas


140 m_ construidos
3 habitaciones
4 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Trastero
Orientación norte
Construido en 1969
Calefacción central: Gas


Edificio


Planta 4ª exterior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



Consumo: 



Emisiones: 



Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Barrio Ibiza


Distrito Retiro


Madrid


Madrid capital, Madrid";Piso;Retiro, Madrid;Piso;140;4;3;Segunda mano/buen estado;Edificio;4;Exterior;Norte;1969;Sí;No;Sí;No especificado;Sí;No;No;Sí;No;Sí;Gas;40,4111495;-3,6760566;28009;ezjmuk;Madrid
10435;https://www.idealista.com/inmueble/106931577/;Piso en venta en Ibiza;Retiro;Retiro, Madrid;1679000;133;2 hab.;2;"Características básicas


133 m_ construidos
2 habitaciones
2 baños
Segunda mano/buen estado
Construido en 1933
Calefacción individual


Edificio


Planta 4ª exterior
Con ascensor




Certificado energético



Consumo: 
26 kWh/m_ año


Emisiones: 
106 kg CO2/m_ año


Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Barrio Ibiza


Distrito Retiro


Madrid


Madrid capital, Madrid";Piso;Ibiza, Retiro, Madrid;Piso;133;2;2;Segunda mano/buen estado;Edificio;4;Exterior;No especificado;1933;Sí;No;No;No;No;No;No;No especificado;No;No;Individual;40,4189526;-3,6737251;28009;ezjmuq;Madrid
10436;https://www.idealista.com/inmueble/107525560/;Ático en venta en calle de Máiquez;Retiro;Ibiza, Madrid;1100000;118;2 hab.;2;"Características básicas


118 m_ construidos
2 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación este
Construido en 1960
Calefacción central: Gas
Acceso y vivienda adaptados para personas con movilidad reducida


Edificio


Planta 6ª exterior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



Consumo: 
250 kWh/m_ año


Emisiones: 
52 kg CO2/m_ año


Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Calle de Máiquez


Barrio Ibiza


Distrito Retiro


Madrid


Madrid capital, Madrid";Ático;Calle de Máiquez, Madrid;Ático;118;2;2;Segunda mano/buen estado;Edificio;6;Exterior;Este;1960;Sí;No;No especificado;No especificado;Sí;No;No;Sí;No;Sí;Gas;40,42070446;-3,672888109;28009;ezjmuq;Madrid
10437;https://www.idealista.com/inmueble/107545108/;Piso en venta en calle de Narváez, 62;Retiro;Ibiza, Madrid;495000;51;2 hab.;2;"Características básicas


51 m_ construidos, 46 m_ útiles
2 habitaciones
1 baño
Terraza
Segunda mano/buen estado
Armarios empotrados
Trastero
Orientación sur
Construido en 1946
Calefacción individual: Gas natural


Edificio


Planta 3ª interior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



Consumo: 



Emisiones: 



Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Calle de Narváez, 62


Barrio Ibiza


Distrito Retiro


Madrid


Madrid capital, Madrid";Piso;Calle de Narváez, 62, Madrid;Piso;46;1;2;Segunda mano/buen estado;Edificio;3;Interior;Sur;1946;Sí;No;Sí;No;Sí;No;No;Sí;No;Sí;Gas natural;40,41864485;-3,676551267;28009;ezjmum;Madrid
10438;https://www.idealista.com/inmueble/106172077/;Piso en venta en calle de Lope de Rueda;Retiro;Ibiza, Madrid;1679000;133;2 hab.;2;"Características básicas


133 m_ construidos, 100 m_ útiles
2 habitaciones
2 baños
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Orientación oeste
Construido en 1933
Calefacción individual: Gas natural


Edificio


Planta 4ª exterior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



Consumo: 
138 kWh/m_ año


Emisiones: 
34 kg CO2/m_ año


Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Calle de Lope de Rueda


Barrio Ibiza


Distrito Retiro


Madrid


Madrid capital, Madrid";Piso;Calle de Lope de Rueda, Madrid;Piso;100;2;2;Segunda mano/buen estado;Edificio;4;Exterior;Oeste;1933;Sí;No;No especificado;No especificado;Sí;Sí;No;Sí;No;Sí;Gas natural;40,42283033;-3,677405738;28009;ezjmuq;Madrid
10439;https://www.idealista.com/inmueble/104386181/;Piso en venta en Niño Jesús;Retiro;Retiro, Madrid;1990000;248;4 hab.;4;"Características básicas


248 m_ construidos
4 habitaciones
4 baños
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Orientación norte, sur
Construido en 1988
Calefacción central: Gasoil


Edificio


Planta 3ª exterior
Con ascensor




Equipamiento



Aire acondicionado


Piscina



Certificado energético



Consumo: 
138 kWh/m_ año


Emisiones: 
34 kg CO2/m_ año


Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Barrio Niño Jesús


Distrito Retiro


Madrid


Madrid capital, Madrid";Piso;Niño Jesús, Madrid;Piso;248;4;4;Segunda mano/buen estado;Edificio;3;Exterior;Norte, Sur;1988;Sí;No;No especificado;Sí;No especificado;No especificado;No;Sí;No;Sí;Gasoil;40,4110941;-3,6737205;28009;ezjmuk;Madrid
10440;https://www.idealista.com/inmueble/106190532/;Piso en venta en calle de Menorca;Retiro;Ibiza, Madrid;995000;92;2 hab.;2;"Características básicas


92 m_ construidos
2 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación este
Construido en 1935
Calefacción individual: Gas natural
Acceso y vivienda adaptados para personas con movilidad reducida


Edificio


Planta 6ª exterior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



Consumo: 
1 kWh/m_ año


Emisiones: 
1 kg CO2/m_ año


Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Calle de Menorca


Barrio Ibiza


Distrito Retiro


Madrid


Madrid capital, Madrid";Piso;Calle de Menorca, Madrid;Piso;92;2;2;Segunda mano/buen estado;Edificio;6;Exterior;Este;1935;Sí;No;No;No;Sí;No;No;Sí;No;Sí;Gas natural;40,41936357;-3,674579195;28009;ezjmuq;Madrid
10441;https://www.idealista.com/inmueble/105990749/;Piso en venta en calle de Fernán González;Retiro;Ibiza, Madrid;959000;104;3 hab.;3;"Características básicas


104 m_ construidos, 72 m_ útiles
3 habitaciones
3 baños
Segunda mano/buen estado
Armarios empotrados
Orientación norte, oeste
Construido en 1945
Calefacción central: Gas


Edificio


Bajo interior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



Consumo: 
138 kWh/m_ año


Emisiones: 
34 kg CO2/m_ año


Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Calle de Fernán González


Barrio Ibiza


Distrito Retiro


Madrid


Madrid capital, Madrid";Piso;Calle de Fernán González, Madrid;Piso;72;3;3;Segunda mano/buen estado;Edificio;Bajo;Interior;Norte, Oeste;1945;Sí;No;No especificado;No especificado;No especificado;No especificado;No;Sí;No;Sí;Gas;40,4183416;-3,6746229;28009;ezjmum;Madrid
10442;https://www.idealista.com/inmueble/107074626/;Piso en venta en Jerónimos;Retiro;Retiro, Madrid;4100000;322;4 hab.;4;"Características básicas


322 m_ construidos
4 habitaciones
5 baños
Terraza
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Calefacción central


Edificio


Planta 3ª exterior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



Consumo: 



Emisiones: 



Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Barrio Jerónimos


Distrito Retiro


Madrid


Madrid capital, Madrid";Piso;Retiro, Madrid;Piso;322;5;4;Segunda mano/buen estado;Edificio;3;Exterior;No especificado;No especificado;Sí;No;No;Sí;Sí;No;No;Sí;No;Sí;Calefacción central;40,4111495;-3,6760566;28009;ezjmuk;Madrid
10443;https://www.idealista.com/inmueble/107209328/;Piso en venta en Pacífico;Retiro;Retiro, Madrid;750000;103;2 hab.;2;"Características básicas


103 m_ construidos
2 habitaciones
2 baños
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Construido en 1965
Calefacción central
Acceso y vivienda adaptados para personas con movilidad reducida


Edificio


Planta 3ª exterior
Con ascensor




Equipamiento



Aire acondicionado


Piscina


Zonas verdes



Certificado energético



En trámite";"Ubicación


Barrio Pacífico


Distrito Retiro


Madrid


Madrid capital, Madrid";Piso;Paseo de Reina Cristina, Madrid;Piso;103;2;2;Segunda mano/buen estado;Edificio;3;Exterior;No especificado;1965;Sí;Sí;No especificado;Sí;No;No;No;Sí;No;Sí;Central;40,40696994;-3,68204739;28014;ezjmu5;Madrid
10444;https://www.idealista.com/inmueble/107165824/;Piso en venta en Pacífico;Retiro;Retiro, Madrid;1200000;194;3 hab.;3;"Características básicas


194 m_ construidos
3 habitaciones
2 baños
Segunda mano/para reformar
Construido en 1947
Calefacción central


Edificio


Planta 4ª exterior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



En trámite";"Ubicación


Barrio Pacífico


Distrito Retiro


Madrid


Madrid capital, Madrid";Piso;Pacífico, Retiro, Madrid;Piso;194;2;3;Segunda mano/para reformar;Edificio;4;Exterior;No especificado;1947;Sí;No;No;No;No;No;No;No especificado;No;Sí;Calefacción central;40,4013961;-3,6748832;28007;ezjmu6;Madrid
10445;https://www.idealista.com/inmueble/106945229/;Piso en venta en calle del Alcalde Sainz de Baranda;Retiro;Ibiza, Madrid;788000;101;3 hab.;3;"Características básicas


101 m_ construidos, 80 m_ útiles
3 habitaciones
1 baño
Segunda mano/buen estado
Orientación sur, oeste
Construido en 1944
Calefacción central


Edificio


Planta 7ª interior
Con ascensor




Certificado energético



Consumo: 
158 kWh/m_ año


Emisiones: 
33 kg CO2/m_ año


Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Calle del Alcalde Sainz de Baranda


Barrio Ibiza


Distrito Retiro


Madrid


Madrid capital, Madrid";Piso;Calle del Alcalde Sainz de Baranda, Madrid;Piso;80;1;3;Segunda mano/buen estado;Edificio;7;Interior;Sur, Oeste;1944;Sí;No especificado;No especificado;No especificado;No especificado;No especificado;No especificado;No especificado;No especificado;No especificado;Calefacción central;40,42111572;-3,663210908;28028;ezjmuw;Madrid
10446;https://www.idealista.com/inmueble/105181046/;Piso en venta en calle de Alberto Bosch;Retiro;Jerónimos, Madrid;2500000;227;3 hab.;3;"Características básicas


227 m_ construidos
3 habitaciones
3 baños
Segunda mano/buen estado
Orientación sur, este, oeste
Construido en 1950
Calefacción individual: Gas natural


Edificio


Planta 1ª exterior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



Consumo: 
172 kWh/m_ año


Emisiones: 



Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Calle de Alberto Bosch


Barrio Jerónimos


Distrito Retiro


Madrid


Madrid capital, Madrid";Piso;Calle de Alberto Bosch, Madrid;Piso;227;3;3;Segunda mano/buen estado;Edificio;1;Exterior;Sur, Este, Oeste;1950;Sí;No especificado;No especificado;No especificado;No especificado;No especificado;No especificado;No especificado;No especificado;Sí;Gas natural;40,4134344;-3,6903574;28014;ezjmuj;Madrid
10447;https://www.idealista.com/inmueble/107554787/;Piso en venta en Ibiza;Retiro;Retiro, Madrid;920000;96;4 hab.;4;"Características básicas


96 m_ construidos
4 habitaciones
1 baño
Segunda mano/para reformar
Orientación este
Construido en 1932
Calefacción central


Edificio


Planta 5ª exterior
Con ascensor




Certificado energético



Consumo: 



Emisiones: 
25 kg CO2/m_ año


Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Barrio Ibiza


Distrito Retiro


Madrid


Madrid capital, Madrid";Piso;Ibiza, Madrid;Piso;96;1;4;Segunda mano/para reformar;Edificio;5;Exterior;Este;1932;Sí;No;No especificado;No especificado;No especificado;No especificado;No especificado;No especificado;No;No especificado;Central;40,4189526;-3,6737251;28009;ezjmuq;Madrid
10448;https://www.idealista.com/inmueble/103858372/;Piso en venta en Niño Jesús;Retiro;Retiro, Madrid;1190000;182;4 hab.;4;"Características básicas


182 m_ construidos
4 habitaciones
2 baños
Terraza
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Orientación este
Calefacción central


Edificio


Planta 1ª exterior
Con ascensor




Equipamiento



Piscina



Certificado energético



Consumo: 



Emisiones: 



Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Barrio Niño Jesús


Distrito Retiro


Madrid


Madrid capital, Madrid";Piso;Retiro, Madrid;Piso;182;2;4;Segunda mano/buen estado;Edificio;1;Exterior;Este;No especificado;Sí;Sí;No especificado;Sí;Sí;No;No;Sí;No;No especificado;Central;40,4111495;-3,6760566;28009;ezjmuk;Madrid
